NAME;TITLE ID;BUILD ID;FILE PATH
AlchemicDungeonsDX;01000E800CC26000;defe7d368a6c2f41;sxos\titles\01000E800CC26000\cheats\defe7d368a6c2f41.txt
AlchemistAdventure;0100946014634000;6738915a3b98814f;sxos\titles\0100946014634000\cheats\6738915a3b98814f.txt
Alchemist'sCastle;010001E00F75A000;c689afb3decb9e45;sxos\titles\010001E00F75A000\cheats\c689afb3decb9e45.txt
AldredKnight;01000E000EEF8000;236d582155dd4546,6626e13268010c47;sxos\titles\01000E000EEF8000\cheats\236d582155dd4546.txt
AldredKnight;01000E000EEF8000;236d582155dd4546,6626e13268010c47;sxos\titles\01000E000EEF8000\cheats\6626e13268010c47.txt
AlexKiddinMiracleWorldDX;010025D01221A000;4a14c2625f66db48;sxos\titles\010025D01221A000\cheats\4a14c2625f66db48.txt
AlienCruise;0100A2E00D0E0000;ca1a5e968e4e9345;sxos\titles\0100A2E00D0E0000\cheats\ca1a5e968e4e9345.txt
Alien:Isolation;010075D00E8BA000;32620c385527e689,ebe18862ae4eca75;sxos\titles\010075D00E8BA000\cheats\32620c385527e689.txt
Alien:Isolation;010075D00E8BA000;32620c385527e689,ebe18862ae4eca75;sxos\titles\010075D00E8BA000\cheats\ebe18862ae4eca75.txt
ALPHA;01000A800B998000;92733fbf49aeae41;sxos\titles\01000A800B998000\cheats\92733fbf49aeae41.txt
AlphadiaGenesis;0100C7801232C000;4b2884f107b9a441;sxos\titles\0100C7801232C000\cheats\4b2884f107b9a441.txt
AlvastiaChronicles;0100F0700CD8E000;47f64e0a2ebff34c;sxos\titles\0100F0700CD8E000\cheats\47f64e0a2ebff34c.txt
Alwa'sAwakening;01004C200B0B4000;772b6432411f3e4a;sxos\titles\01004C200B0B4000\cheats\772b6432411f3e4a.txt
Alwa'sLegacy;01001B7012214000;5077a304bb0ffb42,b99f66187b518e49;sxos\titles\01001B7012214000\cheats\5077a304bb0ffb42.txt
