No;NAME;TITLE ID;BUILD ID
293;BravelandTrilogy;0100A5B00D3D2000;438d108a71cc054f
294;BRAVELYDEFAULT™II;01006DC010326000;05de5a7f20bd1532
295;BravelyDefault™IIDemo;0100B6801137E000;9a7ad92f9a3e38e2
296;Brawlout;010060200A4BE000;eaca10198346b74c
297;BrickBatCrazy;0100FB30148EE000;8d380bc25f935c2e
298;BridgeStrike;0100A6C011B10000;863c6d1966c8217f
299;BRIGANDINETheLegendofRunersia;010011000EA7A000;f5a2730610e29849
300;Broforce;010060A00B53C000;6af6a293e37cdd4f
301;BrotherhoodUnited;0100BCD010E88000;683c5d2e0c0a3bcb
302;BubbleBobble4Friends;010010900F7B4000;5c7115e0d9c0d241
303;Bubsy:PawsOnFire!;0100DBE00C554000;be9b1be2c3eb8846
304;BudSpencer&TerenceHill-SlapsAndBeans;01000D200AC0C000;5a9dc352aaf1f548
305;BugFables:TheEverlastingSapling;010051A00E99E000;98604b111c24534c,f23d39f8883ad24f
306;Bulletstorm:DukeofSwitchEdition;01003DD00D658000;32fc35df1c50e1f1
307;BurgerTimeParty!;01006BB00E8FA000;aa4b3c8e4ace0f47
308;Burnout™ParadiseRemastered;0100DBF01000A000;74570fa2709ed714
309;BurstShooter;0100870012912000;983e28b1198ae349
310;BUTCHER;0100177005C8A000;ee2490d5530cf03f
311;CadenceofHyrule–CryptoftheNecroDancerFeaturingTheLegendofZelda;01000B900D8B0000;0b56c9667b592eb4,58d659d1017e8350,7179a4bd112b6c65,b2c7c52e52fa468f,bd63f1cdf679829e,dc18649d072e8743
312;CaladriusBlaze;01004FD00D66A000;cdd1c03d9879b8c4
313;CallofJuarez:Gunslinger;0100B4700BFC6000;6ba63ebc3ba1b4da,ebf7de558d554c7e
314;Candleman;010034400CB5E000;55aa8d007faec044
315;CapcomBeat'EmUpBundle;01005D200B530000;deab38ced1ac0d22
316;CapcomBeat'EmUpBundle;010094E00B52E000;fde56d0d80cf091d
317;CaptainSabertoothandtheMagicDiamond;0100F0C011A0C000;a8ac006445691dfd
318;CaptainToadTreasureTracker;01009BF0072D4000;464a579132bb5a4c,72710a5310a06266,8f75c9b8b7ff69d9,f87603933acaa161
319;CaptainTsubasa:RiseofNewChampions;0100EAE010560000;48f1cb706c222889,8230bec0c144303e,f693613cd5a6b53e
320;CaptainTsubasa:RiseOfNewChampions[Rev1.00];010090B00CA4E000;bec9c11a24000cf9
321;CardfightVanguardEX;01009B600B9AA000;03a4d6d3cbaed278,ffae59d5cdc76f8f
322;Cars3:DriventoWin;0100744001588000;6e191829548c2a41
323;CartoonNetwork:BattleCrashers;0100085003A2A000;b43c9c3c416d344e
324;CastoftheSevenGodsends;0100AEF00A270000;4bfe25116536ec43
325;CastleCrashersRemastered;010001300D14A000;14f313fd9d44962c,9cf2af5b7fd156bc
326;CastleHeroes;0100632014A12000;32ede94479396ce1
327;CastleofHeart;01003C100445C000;b6b5c780a08d494d
328;CastleofnoEscape2;0100F5500FA0E000;af127f2a7813c637
329;CatGirlWithoutSalad:Amuse-Bouche;010076000C86E000;297c61613e8d8b2c
